"Indicator","GeoAreaName","Time_Detail","Value","Units","Source","SeriesDescription","SeriesCode"
"1.1.1","Bhutan",2002,22.1,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2002,28,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2002,26.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2002,30,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2003,19.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2003,15.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2003,17.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2003,18,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2003,16.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2003,16.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2003,23.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2003,22.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2003,20.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2004,21.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2004,14.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2004,15.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2004,17.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2004,18.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2004,20,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2004,13.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2004,14.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2004,15.7,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2005,12.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2005,9.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2005,10.2,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2005,13.9,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2005,11,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2005,11.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2005,15.6,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2005,10.5,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2005,14.8,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2006,10,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
"1.1.1","Bhutan",2006,14.3,"PERCENT","Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Employed population below international poverty line, by sex and age (%)","SI_POV_EMP1"
